meter_id,timestamp,location_city,location_district,location_gps,measurements_voltage_v,measurements_current_a,measurements_active_power_kw,measurements_power_factor,measurements_frequency_hz,measurements_total_energy_kwh,status_code,status_message,status_battery_level
LCL-002,2012-01-02 06:00:00,London,Westminster,"51.497,-0.135",230.0,4.041,0.8551,0.95,50.02,4114.643,0,OK,100
LCL-003,2012-01-02 06:00:00,London,Greenwich,"51.482,0.007",230.0,4.213,0.9135,0.95,50.01,1162.421,0,OK,100
LCL-004,2012-01-02 06:00:00,London,Hackney,"51.545,-0.055",230.0,2.841,0.6488,0.95,50.01,2471.197,0,OK,100
LCL-005,2012-01-02 06:00:00,London,Islington,"51.538,-0.103",230.0,2.08,0.4357,0.95,50.0,1505.662,0,OK,100
LCL-006,2012-01-02 06:00:00,London,Chelsea,"51.487,-0.168",230.0,3.176,0.7205,0.95,50.0,2666.171,0,OK,100
LCL-007,2012-01-02 06:00:00,London,Kensington,"51.501,-0.193",230.0,2.568,0.5705,0.95,50.0,1876.606,0,OK,100
LCL-008,2012-01-02 06:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.762,0.6183,0.95,50.0,3268.979,0,OK,100
LCL-009,2012-01-02 06:00:00,London,Fulham,"51.478,-0.196",230.0,3.135,0.698,0.95,49.99,2330.734,0,OK,100
LCL-010,2012-01-02 06:00:00,London,Brixton,"51.462,-0.116",230.0,4.257,0.9588,0.95,50.0,1793.116,0,OK,100
LCL-001,2012-01-02 06:30:00,London,Camden,"51.536,-0.142",230.0,4.15,0.901,0.95,50.01,3774.957,0,OK,100
LCL-002,2012-01-02 06:30:00,London,Westminster,"51.497,-0.135",230.0,3.085,0.6757,0.95,50.01,4114.981,0,OK,100
LCL-003,2012-01-02 06:30:00,London,Greenwich,"51.482,0.007",230.0,3.003,0.6266,0.95,50.0,1162.735,0,OK,100
LCL-004,2012-01-02 06:30:00,London,Hackney,"51.545,-0.055",230.0,4.009,0.8881,0.95,50.0,2471.641,0,OK,100
LCL-005,2012-01-02 06:30:00,London,Islington,"51.538,-0.103",230.0,2.589,0.5477,0.95,50.01,1505.936,0,OK,100
LCL-006,2012-01-02 06:30:00,London,Chelsea,"51.487,-0.168",230.0,3.537,0.7442,0.95,49.99,2666.543,0,OK,100
LCL-007,2012-01-02 06:30:00,London,Kensington,"51.501,-0.193",230.0,4.555,0.9782,0.95,49.99,1877.095,0,OK,100
LCL-008,2012-01-02 06:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.927,0.6604,0.95,49.98,3269.309,0,OK,100
LCL-009,2012-01-02 06:30:00,London,Fulham,"51.478,-0.196",230.0,2.735,0.6127,0.95,49.99,2331.04,0,OK,100
LCL-010,2012-01-02 06:30:00,London,Brixton,"51.462,-0.116",230.0,4.082,0.8953,0.95,49.98,1793.564,0,OK,100
LCL-001,2012-01-02 07:00:00,London,Camden,"51.536,-0.142",230.0,3.052,0.6475,0.95,49.99,3775.281,0,OK,100
LCL-002,2012-01-02 07:00:00,London,Westminster,"51.497,-0.135",230.0,2.259,0.4746,0.95,50.01,4115.218,0,OK,100
LCL-003,2012-01-02 07:00:00,London,Greenwich,"51.482,0.007",230.0,4.494,1.0221,0.95,49.98,1163.246,0,OK,100
LCL-004,2012-01-02 07:00:00,London,Hackney,"51.545,-0.055",230.0,2.949,0.6432,0.95,50.02,2471.963,0,OK,100
LCL-005,2012-01-02 07:00:00,London,Islington,"51.538,-0.103",230.0,2.819,0.6062,0.95,49.98,1506.239,0,OK,100
LCL-006,2012-01-02 07:00:00,London,Chelsea,"51.487,-0.168",230.0,4.49,0.9617,0.95,49.99,2667.024,0,OK,100
LCL-007,2012-01-02 07:00:00,London,Kensington,"51.501,-0.193",230.0,3.719,0.7997,0.95,50.0,1877.495,0,OK,100
LCL-008,2012-01-02 07:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.848,0.5924,0.95,50.02,3269.605,0,OK,100
LCL-009,2012-01-02 07:00:00,London,Fulham,"51.478,-0.196",230.0,1.833,0.3951,0.95,49.99,2331.238,0,OK,100
LCL-010,2012-01-02 07:00:00,London,Brixton,"51.462,-0.116",230.0,4.643,1.0013,0.95,50.01,1794.065,0,OK,100
LCL-001,2012-01-02 07:30:00,London,Camden,"51.536,-0.142",230.0,3.738,0.814,0.95,50.02,3775.688,0,OK,100
LCL-002,2012-01-02 07:30:00,London,Westminster,"51.497,-0.135",230.0,3.721,0.7755,0.95,49.99,4115.606,0,OK,100
LCL-003,2012-01-02 07:30:00,London,Greenwich,"51.482,0.007",230.0,2.139,0.4743,0.95,50.02,1163.483,0,OK,100
LCL-004,2012-01-02 07:30:00,London,Hackney,"51.545,-0.055",230.0,4.662,0.9755,0.95,50.0,2472.451,0,OK,100
LCL-005,2012-01-02 07:30:00,London,Islington,"51.538,-0.103",230.0,2.749,0.6291,0.95,50.02,1506.554,0,OK,100
LCL-006,2012-01-02 07:30:00,London,Chelsea,"51.487,-0.168",230.0,2.599,0.5929,0.95,50.01,2667.32,0,OK,100
LCL-007,2012-01-02 07:30:00,London,Kensington,"51.501,-0.193",230.0,4.886,1.1068,0.95,50.01,1878.048,0,OK,100
LCL-008,2012-01-02 07:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.994,0.6753,0.95,50.0,3269.943,0,OK,100
LCL-009,2012-01-02 07:30:00,London,Fulham,"51.478,-0.196",230.0,3.351,0.7024,0.95,50.01,2331.589,0,OK,100
LCL-010,2012-01-02 07:30:00,London,Brixton,"51.462,-0.116",230.0,4.129,0.9063,0.95,50.0,1794.518,0,OK,100
LCL-001,2012-01-02 08:00:00,London,Camden,"51.536,-0.142",230.0,3.55,0.7682,0.95,50.01,3776.072,0,OK,100
LCL-002,2012-01-02 08:00:00,London,Westminster,"51.497,-0.135",230.0,2.895,0.6098,0.95,50.01,4115.911,0,OK,100
LCL-003,2012-01-02 08:00:00,London,Greenwich,"51.482,0.007",230.0,3.739,0.7989,0.95,50.01,1163.882,0,OK,100
LCL-004,2012-01-02 08:00:00,London,Hackney,"51.545,-0.055",230.0,3.886,0.8843,0.95,50.0,2472.893,0,OK,100
LCL-005,2012-01-02 08:00:00,London,Islington,"51.538,-0.103",230.0,1.761,0.3678,0.95,49.99,1506.737,0,OK,100
LCL-006,2012-01-02 08:00:00,London,Chelsea,"51.487,-0.168",230.0,4.181,0.8955,0.95,49.98,2667.768,0,OK,100
LCL-007,2012-01-02 08:00:00,London,Kensington,"51.501,-0.193",230.0,4.381,0.9836,0.95,50.01,1878.54,0,OK,100
LCL-008,2012-01-02 08:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.143,0.4471,0.95,50.01,3270.167,0,OK,100
LCL-009,2012-01-02 08:00:00,London,Fulham,"51.478,-0.196",230.0,3.033,0.6763,0.95,50.01,2331.927,0,OK,100
LCL-010,2012-01-02 08:00:00,London,Brixton,"51.462,-0.116",230.0,3.67,0.7692,0.95,50.0,1794.902,0,OK,100
LCL-001,2012-01-02 08:30:00,London,Camden,"51.536,-0.142",230.0,5.24,1.1889,0.95,50.01,3776.667,0,OK,100
LCL-002,2012-01-02 08:30:00,London,Westminster,"51.497,-0.135",230.0,4.431,0.9864,0.95,49.99,4116.404,0,OK,100
LCL-003,2012-01-02 08:30:00,London,Greenwich,"51.482,0.007",230.0,4.455,0.976,0.95,50.01,1164.37,0,OK,100
LCL-004,2012-01-02 08:30:00,London,Hackney,"51.545,-0.055",230.0,3.063,0.6603,0.95,50.02,2473.223,0,OK,100
LCL-005,2012-01-02 08:30:00,London,Islington,"51.538,-0.103",230.0,4.746,0.9949,0.95,50.02,1507.235,0,OK,100
LCL-006,2012-01-02 08:30:00,London,Chelsea,"51.487,-0.168",230.0,4.679,1.0232,0.95,50.0,2668.279,0,OK,100
LCL-007,2012-01-02 08:30:00,London,Kensington,"51.501,-0.193",230.0,3.943,0.8781,0.95,50.0,1878.979,0,OK,100
LCL-008,2012-01-02 08:30:00,London,Hammersmith,"51.492,-0.223",230.0,3.702,0.8204,0.95,50.02,3270.577,0,OK,100
LCL-009,2012-01-02 08:30:00,London,Fulham,"51.478,-0.196",230.0,2.737,0.5976,0.95,49.99,2332.226,0,OK,100
LCL-010,2012-01-02 08:30:00,London,Brixton,"51.462,-0.116",230.0,3.949,0.826,0.95,49.99,1795.315,0,OK,100
LCL-001,2012-01-02 09:00:00,London,Camden,"51.536,-0.142",230.0,4.866,1.0419,0.95,50.01,3777.188,0,OK,100
LCL-002,2012-01-02 09:00:00,London,Westminster,"51.497,-0.135",230.0,3.404,0.7198,0.95,49.99,4116.764,0,OK,100
LCL-003,2012-01-02 09:00:00,London,Greenwich,"51.482,0.007",230.0,3.789,0.8154,0.95,50.01,1164.778,0,OK,100
LCL-004,2012-01-02 09:00:00,London,Hackney,"51.545,-0.055",230.0,4.453,1.0118,0.95,49.99,2473.729,0,OK,100
LCL-005,2012-01-02 09:00:00,London,Islington,"51.538,-0.103",230.0,4.403,0.9623,0.95,50.0,1507.716,0,OK,100
LCL-006,2012-01-02 09:00:00,London,Chelsea,"51.487,-0.168",230.0,3.208,0.6864,0.95,50.01,2668.623,0,OK,100
LCL-007,2012-01-02 09:00:00,London,Kensington,"51.501,-0.193",230.0,5.034,1.0596,0.95,50.02,1879.509,0,OK,100
LCL-008,2012-01-02 09:00:00,London,Hammersmith,"51.492,-0.223",230.0,4.359,0.9379,0.95,50.0,3271.046,0,OK,100
LCL-009,2012-01-02 09:00:00,London,Fulham,"51.478,-0.196",230.0,4.506,1.0089,0.95,50.0,2332.73,0,OK,100
LCL-010,2012-01-02 09:00:00,London,Brixton,"51.462,-0.116",230.0,3.034,0.633,0.95,50.01,1795.632,0,OK,100
LCL-001,2012-01-02 09:30:00,London,Camden,"51.536,-0.142",230.0,4.562,1.0326,0.95,49.98,3777.704,0,OK,100
LCL-002,2012-01-02 09:30:00,London,Westminster,"51.497,-0.135",230.0,3.149,0.6988,0.95,50.02,4117.113,0,OK,100
LCL-003,2012-01-02 09:30:00,London,Greenwich,"51.482,0.007",230.0,3.129,0.6515,0.95,50.01,1165.104,0,OK,100
LCL-004,2012-01-02 09:30:00,London,Hackney,"51.545,-0.055",230.0,2.11,0.4426,0.95,50.0,2473.95,0,OK,100
LCL-005,2012-01-02 09:30:00,London,Islington,"51.538,-0.103",230.0,4.669,0.9848,0.95,50.0,1508.208,0,OK,100
LCL-006,2012-01-02 09:30:00,London,Chelsea,"51.487,-0.168",230.0,3.98,0.9019,0.95,50.0,2669.074,0,OK,100
LCL-007,2012-01-02 09:30:00,London,Kensington,"51.501,-0.193",230.0,3.017,0.6894,0.95,50.0,1879.854,0,OK,100
LCL-008,2012-01-02 09:30:00,London,Hammersmith,"51.492,-0.223",230.0,3.861,0.8048,0.95,50.0,3271.448,0,OK,100
LCL-009,2012-01-02 09:30:00,London,Fulham,"51.478,-0.196",230.0,4.13,0.8666,0.95,50.01,2333.164,0,OK,100
LCL-010,2012-01-02 09:30:00,London,Brixton,"51.462,-0.116",230.0,3.016,0.6885,0.95,50.01,1795.976,0,OK,100
LCL-001,2012-01-02 10:00:00,London,Camden,"51.536,-0.142",230.0,2.99,0.6304,0.95,50.02,3778.019,0,OK,100
LCL-002,2012-01-02 10:00:00,London,Westminster,"51.497,-0.135",230.0,2.264,0.494,0.95,49.99,4117.36,0,OK,100
LCL-003,2012-01-02 10:00:00,London,Greenwich,"51.482,0.007",230.0,1.868,0.4153,0.95,49.99,1165.311,0,OK,100
LCL-004,2012-01-02 10:00:00,London,Hackney,"51.545,-0.055",230.0,1.685,0.37,0.95,50.0,2474.135,0,OK,100
LCL-005,2012-01-02 10:00:00,London,Islington,"51.538,-0.103",230.0,1.899,0.4075,0.95,50.02,1508.412,0,OK,100
LCL-006,2012-01-02 10:00:00,London,Chelsea,"51.487,-0.168",230.0,2.296,0.4993,0.95,50.01,2669.323,0,OK,100
LCL-007,2012-01-02 10:00:00,London,Kensington,"51.501,-0.193",230.0,1.514,0.3255,0.95,50.0,1880.016,0,OK,100
LCL-008,2012-01-02 10:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.577,0.3388,0.95,50.02,3271.618,0,OK,100
LCL-009,2012-01-02 10:00:00,London,Fulham,"51.478,-0.196",230.0,1.391,0.3169,0.95,49.99,2333.322,0,OK,100
LCL-010,2012-01-02 10:00:00,London,Brixton,"51.462,-0.116",230.0,2.228,0.4882,0.95,49.99,1796.22,0,OK,100
LCL-001,2012-01-02 10:30:00,London,Camden,"51.536,-0.142",230.0,2.619,0.5939,0.95,50.01,3778.316,0,OK,100
LCL-002,2012-01-02 10:30:00,London,Westminster,"51.497,-0.135",230.0,2.202,0.4602,0.95,50.02,4117.59,0,OK,100
LCL-003,2012-01-02 10:30:00,London,Greenwich,"51.482,0.007",230.0,1.797,0.3784,0.95,49.99,1165.501,0,OK,100
LCL-004,2012-01-02 10:30:00,London,Hackney,"51.545,-0.055",230.0,2.987,0.6472,0.95,50.01,2474.459,0,OK,100
LCL-005,2012-01-02 10:30:00,London,Islington,"51.538,-0.103",230.0,2.891,0.6481,0.95,50.0,1508.736,0,OK,100
LCL-006,2012-01-02 10:30:00,London,Chelsea,"51.487,-0.168",230.0,2.201,0.4938,0.95,49.99,2669.57,0,OK,100
LCL-007,2012-01-02 10:30:00,London,Kensington,"51.501,-0.193",230.0,2.367,0.4935,0.95,50.01,1880.263,0,OK,100
LCL-008,2012-01-02 10:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.423,0.3248,0.95,50.02,3271.78,0,OK,100
LCL-009,2012-01-02 10:30:00,London,Fulham,"51.478,-0.196",230.0,1.791,0.3794,0.95,50.01,2333.512,0,OK,100
LCL-010,2012-01-02 10:30:00,London,Brixton,"51.462,-0.116",230.0,2.251,0.4963,0.95,50.01,1796.468,0,OK,100
LCL-001,2012-01-02 11:00:00,London,Camden,"51.536,-0.142",230.0,1.791,0.382,0.95,49.99,3778.507,0,OK,100
LCL-002,2012-01-02 11:00:00,London,Westminster,"51.497,-0.135",230.0,1.504,0.3266,0.95,49.98,4117.754,0,OK,100
LCL-003,2012-01-02 11:00:00,London,Greenwich,"51.482,0.007",230.0,1.863,0.4268,0.95,49.98,1165.714,0,OK,100
LCL-004,2012-01-02 11:00:00,London,Hackney,"51.545,-0.055",230.0,2.097,0.4618,0.95,50.0,2474.69,0,OK,100
LCL-005,2012-01-02 11:00:00,London,Islington,"51.538,-0.103",230.0,2.126,0.4769,0.95,50.01,1508.975,0,OK,100
LCL-006,2012-01-02 11:00:00,London,Chelsea,"51.487,-0.168",230.0,1.852,0.4156,0.95,50.01,2669.778,0,OK,100
LCL-007,2012-01-02 11:00:00,London,Kensington,"51.501,-0.193",230.0,3.023,0.6476,0.95,49.98,1880.587,0,OK,100
LCL-008,2012-01-02 11:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.549,0.5612,0.95,49.99,3272.061,0,OK,100
LCL-009,2012-01-02 11:00:00,London,Fulham,"51.478,-0.196",230.0,2.457,0.5255,0.95,50.0,2333.775,0,OK,100
LCL-010,2012-01-02 11:00:00,London,Brixton,"51.462,-0.116",230.0,1.942,0.4408,0.95,49.99,1796.689,0,OK,100
LCL-001,2012-01-02 11:30:00,London,Camden,"51.536,-0.142",230.0,1.556,0.3402,0.95,49.98,3778.677,0,OK,100
LCL-002,2012-01-02 11:30:00,London,Westminster,"51.497,-0.135",230.0,2.041,0.4571,0.95,50.02,4117.982,0,OK,100
LCL-003,2012-01-02 11:30:00,London,Greenwich,"51.482,0.007",230.0,2.425,0.5238,0.95,49.99,1165.976,0,OK,100
LCL-004,2012-01-02 11:30:00,London,Hackney,"51.545,-0.055",230.0,3.11,0.6901,0.95,50.01,2475.035,0,OK,100
LCL-005,2012-01-02 11:30:00,London,Islington,"51.538,-0.103",230.0,0.859,0.1872,0.95,50.02,1509.068,0,OK,100
LCL-006,2012-01-02 11:30:00,London,Chelsea,"51.487,-0.168",230.0,1.45,0.3313,0.95,50.01,2669.944,0,OK,100
LCL-007,2012-01-02 11:30:00,London,Kensington,"51.501,-0.193",230.0,1.675,0.3523,0.95,50.0,1880.763,0,OK,100
LCL-008,2012-01-02 11:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.756,0.366,0.95,49.99,3272.244,0,OK,100
LCL-009,2012-01-02 11:30:00,London,Fulham,"51.478,-0.196",230.0,1.529,0.3336,0.95,50.0,2333.941,0,OK,100
LCL-010,2012-01-02 11:30:00,London,Brixton,"51.462,-0.116",230.0,2.723,0.5725,0.95,50.01,1796.975,0,OK,100
LCL-001,2012-01-02 12:00:00,London,Camden,"51.536,-0.142",230.0,1.839,0.3841,0.95,50.0,3778.869,0,OK,100
LCL-002,2012-01-02 12:00:00,London,Westminster,"51.497,-0.135",230.0,1.139,0.2577,0.95,50.01,4118.111,0,OK,100
LCL-003,2012-01-02 12:00:00,London,Greenwich,"51.482,0.007",230.0,1.556,0.3403,0.95,49.98,1166.146,0,OK,100
LCL-004,2012-01-02 12:00:00,London,Hackney,"51.545,-0.055",230.0,3.149,0.6683,0.95,49.99,2475.369,0,OK,100
LCL-005,2012-01-02 12:00:00,London,Islington,"51.538,-0.103",230.0,2.079,0.4607,0.95,50.0,1509.299,0,OK,100
LCL-006,2012-01-02 12:00:00,London,Chelsea,"51.487,-0.168",230.0,0.73,0.1593,0.95,50.0,2670.023,0,OK,100
LCL-007,2012-01-02 12:00:00,London,Kensington,"51.501,-0.193",230.0,1.462,0.324,0.95,49.99,1880.925,0,OK,100
LCL-008,2012-01-02 12:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.12,0.4616,0.95,50.01,3272.474,0,OK,100
LCL-009,2012-01-02 12:00:00,London,Fulham,"51.478,-0.196",230.0,2.217,0.4987,0.95,50.01,2334.191,0,OK,100
LCL-010,2012-01-02 12:00:00,London,Brixton,"51.462,-0.116",230.0,2.752,0.6225,0.95,49.98,1797.286,0,OK,100
LCL-001,2012-01-02 12:30:00,London,Camden,"51.536,-0.142",230.0,2.608,0.5596,0.95,49.98,3779.149,0,OK,100
LCL-002,2012-01-02 12:30:00,London,Westminster,"51.497,-0.135",230.0,0.852,0.1877,0.95,49.99,4118.205,0,OK,100
LCL-003,2012-01-02 12:30:00,London,Greenwich,"51.482,0.007",230.0,1.008,0.217,0.95,50.0,1166.255,0,OK,100
LCL-004,2012-01-02 12:30:00,London,Hackney,"51.545,-0.055",230.0,1.931,0.4397,0.95,50.01,2475.589,0,OK,100
LCL-005,2012-01-02 12:30:00,London,Islington,"51.538,-0.103",230.0,3.031,0.6788,0.95,50.0,1509.638,0,OK,100
LCL-006,2012-01-02 12:30:00,London,Chelsea,"51.487,-0.168",230.0,1.119,0.2396,0.95,49.98,2670.143,0,OK,100
LCL-007,2012-01-02 12:30:00,London,Kensington,"51.501,-0.193",230.0,2.292,0.5067,0.95,49.98,1881.178,0,OK,100
LCL-008,2012-01-02 12:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.469,0.3368,0.95,50.01,3272.643,0,OK,100
LCL-009,2012-01-02 12:30:00,London,Fulham,"51.478,-0.196",230.0,1.916,0.3989,0.95,50.01,2334.39,0,OK,100
LCL-010,2012-01-02 12:30:00,London,Brixton,"51.462,-0.116",230.0,2.423,0.5422,0.95,49.99,1797.557,0,OK,100
LCL-001,2012-01-02 13:00:00,London,Camden,"51.536,-0.142",230.0,2.131,0.4583,0.95,50.02,3779.378,0,OK,100
LCL-002,2012-01-02 13:00:00,London,Westminster,"51.497,-0.135",230.0,2.457,0.5174,0.95,50.01,4118.464,0,OK,100
LCL-003,2012-01-02 13:00:00,London,Greenwich,"51.482,0.007",230.0,1.903,0.4191,0.95,50.0,1166.464,0,OK,100
LCL-004,2012-01-02 13:00:00,London,Hackney,"51.545,-0.055",230.0,2.208,0.4957,0.95,49.98,2475.837,0,OK,100
LCL-005,2012-01-02 13:00:00,London,Islington,"51.538,-0.103",230.0,1.818,0.4109,0.95,49.99,1509.844,0,OK,100
LCL-006,2012-01-02 13:00:00,London,Chelsea,"51.487,-0.168",230.0,1.356,0.2991,0.95,50.02,2670.293,0,OK,100
LCL-007,2012-01-02 13:00:00,London,Kensington,"51.501,-0.193",230.0,3.211,0.7138,0.95,49.99,1881.535,0,OK,100
LCL-008,2012-01-02 13:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.347,0.4943,0.95,49.99,3272.89,0,OK,100
LCL-009,2012-01-02 13:00:00,London,Fulham,"51.478,-0.196",230.0,1.138,0.2518,0.95,49.99,2334.516,0,OK,100
LCL-010,2012-01-02 13:00:00,London,Brixton,"51.462,-0.116",230.0,1.27,0.2712,0.95,50.01,1797.693,0,OK,100
LCL-001,2012-01-02 13:30:00,London,Camden,"51.536,-0.142",230.0,1.36,0.3038,0.95,50.01,3779.53,0,OK,100
LCL-002,2012-01-02 13:30:00,London,Westminster,"51.497,-0.135",230.0,2.524,0.5592,0.95,49.98,4118.743,0,OK,100
LCL-003,2012-01-02 13:30:00,London,Greenwich,"51.482,0.007",230.0,1.539,0.3468,0.95,50.0,1166.637,0,OK,100
LCL-004,2012-01-02 13:30:00,London,Hackney,"51.545,-0.055",230.0,2.08,0.4407,0.95,50.0,2476.057,0,OK,100
LCL-005,2012-01-02 13:30:00,London,Islington,"51.538,-0.103",230.0,1.733,0.3921,0.95,50.01,1510.04,0,OK,100
LCL-006,2012-01-02 13:30:00,London,Chelsea,"51.487,-0.168",230.0,2.207,0.476,0.95,49.99,2670.531,0,OK,100
LCL-007,2012-01-02 13:30:00,London,Kensington,"51.501,-0.193",230.0,2.418,0.5478,0.95,50.0,1881.809,0,OK,100
LCL-008,2012-01-02 13:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.422,0.3225,0.95,49.99,3273.051,0,OK,100
LCL-009,2012-01-02 13:30:00,London,Fulham,"51.478,-0.196",230.0,1.627,0.3493,0.95,49.99,2334.691,0,OK,100
LCL-010,2012-01-02 13:30:00,London,Brixton,"51.462,-0.116",230.0,1.35,0.3003,0.95,50.02,1797.843,0,OK,100
LCL-001,2012-01-02 14:00:00,London,Camden,"51.536,-0.142",230.0,1.628,0.341,0.95,50.01,3779.701,0,OK,100
LCL-002,2012-01-02 14:00:00,London,Westminster,"51.497,-0.135",230.0,1.812,0.4031,0.95,50.02,4118.945,0,OK,100
LCL-003,2012-01-02 14:00:00,London,Greenwich,"51.482,0.007",230.0,1.864,0.4211,0.95,50.01,1166.848,0,OK,100
LCL-004,2012-01-02 14:00:00,London,Hackney,"51.545,-0.055",230.0,1.625,0.3471,0.95,49.99,2476.23,0,OK,100
LCL-005,2012-01-02 14:00:00,London,Islington,"51.538,-0.103",230.0,1.948,0.422,0.95,50.01,1510.251,0,OK,100
LCL-006,2012-01-02 14:00:00,London,Chelsea,"51.487,-0.168",230.0,1.734,0.3935,0.95,49.98,2670.727,0,OK,100
LCL-007,2012-01-02 14:00:00,London,Kensington,"51.501,-0.193",230.0,2.32,0.4944,0.95,50.0,1882.056,0,OK,100
LCL-008,2012-01-02 14:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.473,0.553,0.95,49.99,3273.328,0,OK,100
LCL-009,2012-01-02 14:00:00,London,Fulham,"51.478,-0.196",230.0,2.475,0.5629,0.95,50.02,2334.972,0,OK,100
LCL-010,2012-01-02 14:00:00,London,Brixton,"51.462,-0.116",230.0,1.399,0.293,0.95,50.0,1797.99,0,OK,100
LCL-001,2012-01-02 14:30:00,London,Camden,"51.536,-0.142",230.0,3.014,0.6788,0.95,50.0,3780.04,0,OK,100
LCL-002,2012-01-02 14:30:00,London,Westminster,"51.497,-0.135",230.0,1.135,0.2542,0.95,49.98,4119.072,0,OK,100
LCL-003,2012-01-02 14:30:00,London,Greenwich,"51.482,0.007",230.0,1.107,0.2311,0.95,50.0,1166.964,0,OK,100
LCL-004,2012-01-02 14:30:00,London,Hackney,"51.545,-0.055",230.0,2.269,0.4959,0.95,49.98,2476.478,0,OK,100
LCL-005,2012-01-02 14:30:00,London,Islington,"51.538,-0.103",230.0,0.641,0.1337,0.95,50.01,1510.317,0,OK,100
LCL-006,2012-01-02 14:30:00,London,Chelsea,"51.487,-0.168",230.0,2.744,0.5765,0.95,50.01,2671.016,0,OK,100
LCL-007,2012-01-02 14:30:00,London,Kensington,"51.501,-0.193",230.0,1.263,0.2863,0.95,50.01,1882.2,0,OK,100
LCL-008,2012-01-02 14:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.564,0.5856,0.95,50.0,3273.62,0,OK,100
LCL-009,2012-01-02 14:30:00,London,Fulham,"51.478,-0.196",230.0,2.663,0.6027,0.95,50.0,2335.273,0,OK,100
LCL-010,2012-01-02 14:30:00,London,Brixton,"51.462,-0.116",230.0,2.264,0.5066,0.95,49.99,1798.243,0,OK,100
LCL-001,2012-01-02 15:00:00,London,Camden,"51.536,-0.142",230.0,2.002,0.4493,0.95,49.99,3780.265,0,OK,100
LCL-002,2012-01-02 15:00:00,London,Westminster,"51.497,-0.135",230.0,0.884,0.1997,0.95,49.99,4119.172,0,OK,100
LCL-003,2012-01-02 15:00:00,London,Greenwich,"51.482,0.007",230.0,1.524,0.3339,0.95,49.98,1167.131,0,OK,100
LCL-004,2012-01-02 15:00:00,London,Hackney,"51.545,-0.055",230.0,2.542,0.5307,0.95,49.99,2476.744,0,OK,100
LCL-005,2012-01-02 15:00:00,London,Islington,"51.538,-0.103",230.0,1.081,0.2405,0.95,50.01,1510.438,0,OK,100
LCL-006,2012-01-02 15:00:00,London,Chelsea,"51.487,-0.168",230.0,3.14,0.6724,0.95,50.0,2671.352,0,OK,100
LCL-007,2012-01-02 15:00:00,London,Kensington,"51.501,-0.193",230.0,1.407,0.3063,0.95,49.99,1882.353,0,OK,100
LCL-008,2012-01-02 15:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.161,0.4786,0.95,50.01,3273.86,0,OK,100
LCL-009,2012-01-02 15:00:00,London,Fulham,"51.478,-0.196",230.0,2.351,0.5158,0.95,50.0,2335.531,0,OK,100
LCL-010,2012-01-02 15:00:00,London,Brixton,"51.462,-0.116",230.0,1.584,0.359,0.95,49.99,1798.423,0,OK,100
LCL-001,2012-01-02 15:30:00,London,Camden,"51.536,-0.142",230.0,1.131,0.2589,0.95,49.98,3780.394,0,OK,100
LCL-002,2012-01-02 15:30:00,London,Westminster,"51.497,-0.135",230.0,1.133,0.2593,0.95,50.01,4119.301,0,OK,100
LCL-003,2012-01-02 15:30:00,London,Greenwich,"51.482,0.007",230.0,1.075,0.2241,0.95,50.01,1167.243,0,OK,100
LCL-004,2012-01-02 15:30:00,London,Hackney,"51.545,-0.055",230.0,2.083,0.4569,0.95,49.98,2476.972,0,OK,100
LCL-005,2012-01-02 15:30:00,London,Islington,"51.538,-0.103",230.0,1.573,0.3285,0.95,50.0,1510.602,0,OK,100
LCL-006,2012-01-02 15:30:00,London,Chelsea,"51.487,-0.168",230.0,1.799,0.4079,0.95,49.99,2671.556,0,OK,100
LCL-007,2012-01-02 15:30:00,London,Kensington,"51.501,-0.193",230.0,1.456,0.3305,0.95,50.01,1882.518,0,OK,100
LCL-008,2012-01-02 15:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.709,0.3854,0.95,49.99,3274.052,0,OK,100
LCL-009,2012-01-02 15:30:00,London,Fulham,"51.478,-0.196",230.0,1.843,0.3906,0.95,50.01,2335.727,0,OK,100
LCL-010,2012-01-02 15:30:00,London,Brixton,"51.462,-0.116",230.0,1.339,0.2805,0.95,49.99,1798.563,0,OK,100
LCL-001,2012-01-02 16:00:00,London,Camden,"51.536,-0.142",230.0,0.949,0.2084,0.95,50.0,3780.498,0,OK,100
LCL-002,2012-01-02 16:00:00,London,Westminster,"51.497,-0.135",230.0,1.336,0.2941,0.95,50.01,4119.449,0,OK,100
